country,region,water_stress_score,water_stress_label,groundwater_decline,drought_risk
Ecuador,Chimborazo,0.0,Low (<10%),,1.18251292942267
Ecuador,Cotopaxi,0.0,Low (<10%),,1.13882106989674
Ecuador,El Oro,2.577582004035375,Medium - High (20-40%),,2.39103766520085
Ecuador,Esmeraldas,1.1338765122096728,Low - Medium (10-20%),,2.7756563978119
Ecuador,Galápagos,5.0,Arid and Low Water Use,,
Ecuador,Guayas,0.9525144339049554,Low (<10%),,2.57152725297212
Ecuador,Imbabura,0.0,Low (<10%),,1.13882106989674
Ecuador,Loja,0.0,Low (<10%),,1.83905221133658
Ecuador,Los Rios,0.0,Low (<10%),,2.81762760102849
Ecuador,Manabi,0.0,Low (<10%),,2.80140403421242
Ecuador,Morona Santiago,0.0,Low (<10%),,1.18251292942267
Ecuador,Napo,0.0,Low (<10%),,1.13882106989674
Ecuador,Orellana,0.0,Low (<10%),,1.13882106989674
Ecuador,Pastaza,0.0,Low (<10%),,1.13882106989674
Ecuador,Pichincha,0.0,Low (<10%),,1.13882106989674
Ecuador,Santa Elena,0.0,Low (<10%),,2.80140403421242
Ecuador,Santo Domingo de los Tsachilas,0.0,Low (<10%),,2.81762760102849
Ecuador,Sucumbios,0.0,Low (<10%),,0.41327009508577
Ecuador,Tungurahua,0.0,Low (<10%),,1.13882106989674
Ecuador,Zamora Chinchipe,0.0,Low (<10%),,1.83905221133658
Egypt,Ad Daqahliyah,5.0,Extremely High (>80%),2.203955,
Egypt,Al Bahr al Ahmar,5.0,Arid and Low Water Use,,
Egypt,Al Buhayrah,5.0,Arid and Low Water Use,1.699495,
Egypt,Al Fayyum,5.0,Extremely High (>80%),2.203955,
Egypt,Al Gharbiyah,5.0,Extremely High (>80%),2.203955,
Egypt,Al Iskandariyah,5.0,Extremely High (>80%),1.699495,3.42352589989928
Egypt,Al Isma`iliyah,5.0,Extremely High (>80%),2.203955,
Egypt,Al Jizah,5.0,Arid and Low Water Use,,
Egypt,Al Minufiyah,5.0,Extremely High (>80%),2.203955,3.42038599479217
Egypt,Al Minya,5.0,Arid and Low Water Use,1.0142396,
Egypt,Al Qahirah,5.0,Extremely High (>80%),,
Egypt,Al Qalyubiyah,5.0,Extremely High (>80%),2.203955,
Egypt,Al Uqsur,3.436650558004035,High (40-80%),2.203955,
Egypt,Al Wadi al Jadid,5.0,Arid and Low Water Use,,
Egypt,As Suways,5.0,Extremely High (>80%),,
Egypt,Ash Sharqiyah,5.0,Extremely High (>80%),2.203955,
Egypt,Aswan,5.0,Arid and Low Water Use,1.050004,
Egypt,Asyut,5.0,Arid and Low Water Use,2.203955,
Egypt,Bani Suwayf,5.0,Arid and Low Water Use,,
Egypt,Bur Sa`id,5.0,Extremely High (>80%),2.203955,
Egypt,Dumyat,5.0,Extremely High (>80%),2.203955,
Egypt,Janub Sina',5.0,Arid and Low Water Use,1.1246645,
Egypt,Kafr ash Shaykh,5.0,Extremely High (>80%),2.203955,3.42038599479217
Egypt,Matrouh,4.923340469931342,Extremely High (>80%),1.699495,2.37308934443955
Egypt,Qina,5.0,Arid and Low Water Use,,
Egypt,Shamal Sina',5.0,Extremely High (>80%),2.203955,
Egypt,Suhaj,4.341087113434666,Extremely High (>80%),2.203955,
El Salvador,Ahuachapán,3.550588039378138,High (40-80%),,2.78509794985619
El Salvador,Cabañas,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,Chalatenango,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,Cuscatlán,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,La Libertad,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,La Paz,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,La Unión,0.3279997598844424,Low (<10%),,3.20586185595043
El Salvador,Morazán,0.3279997598844424,Low (<10%),,3.20586185595043
El Salvador,San Miguel,0.3279997598844424,Low (<10%),,3.20586185595043
El Salvador,San Salvador,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,San Vicente,0.3279997598844424,Low (<10%),,3.20586185595043
El Salvador,Santa Ana,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,Sonsonate,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
El Salvador,Usulután,0.3279997598844424,Low (<10%),,3.20586185595043
Equatorial Guinea,Annobón,0.0,Low (<10%),,3.19846453649224
Equatorial Guinea,Bioko Norte,0.0,Low (<10%),,3.19846453649224
Equatorial Guinea,Bioko Sur,0.0,Low (<10%),,3.19846453649224
Equatorial Guinea,Centro Sur,0.0,Low (<10%),,1.42774101962546
Equatorial Guinea,Kié-Ntem,0.0,Low (<10%),,1.64923262981346
Equatorial Guinea,Litoral,0.0,Low (<10%),,1.74632177465331
Equatorial Guinea,Wele-Nzas,0.0,Low (<10%),,1.42774101962546
Eritrea,Anseba,5.0,Extremely High (>80%),,2.14273517291795
Eritrea,Debub,4.745978109087076,Extremely High (>80%),,2.21513964136706
Eritrea,Debubawi Keyih Bahri,0.0,Low (<10%),0.44021,1.97807107293796
Eritrea,Gash Barka,5.0,Extremely High (>80%),,2.14273517291795
Eritrea,Maekel,5.0,Arid and Low Water Use,,2.51922498890936
Eritrea,Semenawi Keyih Bahri,4.745978109087076,Extremely High (>80%),,2.21513964136706
Estonia,Harju,2.807999747157657,Medium - High (20-40%),,2.58027321480244
Estonia,Hiiu,1.0524624234256934,Low - Medium (10-20%),,2.26986042375723
Estonia,Ida-Viru,1.8127976296820865,Low - Medium (10-20%),,2.62480056331059
Estonia,Järva,2.807999747157657,Medium - High (20-40%),,2.58027321480244
Estonia,Jõgeva,2.807999747157657,Medium - High (20-40%),,2.58027321480244
Estonia,Lääne,1.0524624234256934,Low - Medium (10-20%),,2.26986042375723
Estonia,Lääne-Viru,2.807999747157657,Medium - High (20-40%),,2.58027321480244
Estonia,Peipsi,0.0,Low (<10%),,2.45698676859419
Estonia,Pärnu,0.0,Low (<10%),,2.84249236296128
Estonia,Põlva,0.0,Low (<10%),,2.8919670034083
Estonia,Rapla,2.807999747157657,Medium - High (20-40%),,2.58027321480244
Estonia,Saare,0.0,Low (<10%),,2.8670346520475
Estonia,Tartu,0.0,Low (<10%),,2.8919670034083
Estonia,Valga,0.121058252790947,Low (<10%),,2.66231862914944
Estonia,Viljandi,0.0,Low (<10%),,2.84249236296128
Estonia,Võru,0.0370354714180009,Low (<10%),,2.95981676161702
Ethiopia,Addis Abeba,2.0750318403794488,Medium - High (20-40%),,2.52458638051138
Ethiopia,Afar,5.0,Arid and Low Water Use,0.4065229999999999,1.99061589251771
Ethiopia,Amhara,0.7127857313326538,Low (<10%),0.4065229999999999,2.84272496367981
Ethiopia,Benshangul-Gumaz,0.0,Low (<10%),,2.76415979559479
Ethiopia,Dire Dawa,3.4977597108867515,High (40-80%),0.4065229999999999,2.47044806328096
Ethiopia,Gambela Peoples,0.0,Low (<10%),,2.35461444678216
Ethiopia,Harari People,5.0,Arid and Low Water Use,0.4065229999999999,2.29559410501675
Ethiopia,Oromia,5.0,Arid and Low Water Use,0.4065229999999999,2.43855306124722
Ethiopia,Somali,5.0,Arid and Low Water Use,0.4065229999999999,2.62978857386235
Ethiopia,"Southern Nations, Nationalities and Peoples",0.0,Low (<10%),,2.78626962202736
Ethiopia,Tigray,0.0,Low (<10%),0.4065229999999999,2.92078160285188
Faroe Islands,Eysturoyar,0.0,Low (<10%),,
Faroe Islands,Norderøerne,0.0,Low (<10%),,
Faroe Islands,Sandoyar,0.0,Low (<10%),,
Faroe Islands,Streymoyar,0.0,Low (<10%),,
Faroe Islands,Suðuroyar,0.0,Low (<10%),,
Faroe Islands,Vågø,0.0,Low (<10%),,
Fiji,Central,0.0,Low (<10%),,
Fiji,Eastern,0.0,Low (<10%),,
Fiji,Northern,0.0,Low (<10%),,
Fiji,Western,0.0,Low (<10%),,
Finland,Eastern Finland,0.0,Low (<10%),,0.856282959051249
Finland,Lapland,0.0,Low (<10%),,1.19092296879105
Finland,Oulu,0.0,Low (<10%),,1.69357780519849
Finland,Southern Finland,0.0,Low (<10%),,1.30582382501082
Finland,Western Finland,0.0,Low (<10%),,1.93760399641049
France,Auvergne-Rhône-Alpes,2.727536799697882,Medium - High (20-40%),,2.9456485689546
France,Bourgogne-Franche-Comté,0.5535091436838264,Low (<10%),1.122238,2.32763145142569
France,Bretagne,2.7426384694470816,Medium - High (20-40%),,3.39514679512334
France,Centre-Val de Loire,2.7426384694470816,Medium - High (20-40%),,3.39514679512334
France,Corse,0.9803108405259237,Low (<10%),,1.77121685883504
France,Grand Est,0.9370239094396556,Low (<10%),,2.84393574881066
France,Hauts-de-France,0.061784022535879,Low (<10%),,3.39638982236884
France,Normandie,2.7426384694470816,Medium - High (20-40%),,3.39514679512334
France,Nouvelle-Aquitaine,3.6375698690763807,High (40-80%),,3.0369667553918
France,Occitanie,0.0,Low (<10%),1.122238,2.707112726108
France,Pays de la Loire,4.445947192622431,Extremely High (>80%),,3.46324426271394
France,Provence-Alpes-Côte d'Azur,2.671433434844716,Medium - High (20-40%),,3.18554749077918
France,Île-de-France,0.0384212821990496,Low (<10%),,3.45138896638367
French Guiana,Cayenne,0.0,Low (<10%),,0.445090952711449
French Guiana,Saint-Laurent-du-Maroni,0.0,Low (<10%),,0.436883854526508
French Southern Territories,Îles Éparses,0.0,Low (<10%),,
Gabon,Estuaire,0.0,Low (<10%),,1.36119585081204
Gabon,Haut-Ogooué,0.0,Low (<10%),,1.58950668772989
Gabon,Moyen-Ogooué,0.0,Low (<10%),,1.23307669476398
Gabon,Ngounié,0.0,Low (<10%),,1.50533977198914
Gabon,Nyanga,0.0,Low (<10%),,1.50053162932414
Gabon,Ogooué-Ivindo,0.0,Low (<10%),,1.61630447408623
Gabon,Ogooué-Lolo,0.0,Low (<10%),,1.04943726705753
Gabon,Ogooué-Maritime,0.0,Low (<10%),,1.50533977198914
Gabon,Wouleu-Ntem,0.0,Low (<10%),,1.42774101962546
Gambia,Banjul,0.0,Low (<10%),,3.16663175091027
Gambia,Lower River,0.0,Low (<10%),,3.16663175091027
Gambia,Maccarthy Island,0.0,Low (<10%),,2.79915606983487
Gambia,North Bank,0.0,Low (<10%),,3.16663175091027
Gambia,Upper River,0.0,Low (<10%),,2.79915606983487
Gambia,Western,2.660315552364508,Medium - High (20-40%),,2.6737924373248
Georgia,Abkhazia,0.0,Low (<10%),1.073919,2.6733167894275
Georgia,Ajaria,0.0,Low (<10%),1.073919,3.13757950208154
Georgia,Guria,0.0,Low (<10%),,2.55189430138066
Georgia,Imereti,0.0,Low (<10%),,2.4543843175959
Georgia,Kakheti,1.8904006730059293,Low - Medium (10-20%),1.073919,2.87480083658955
Georgia,Kvemo Kartli,0.0,Low (<10%),1.073919,2.76972693830843
Georgia,Mtskheta-Mtianeti,1.8904006730059293,Low - Medium (10-20%),1.073919,2.87480083658955
Georgia,Racha-Lechkhumi-Kvemo Svaneti,0.0,Low (<10%),1.073919,2.35264875961796
Georgia,Samegrelo-Zemo Svaneti,0.0,Low (<10%),,2.4543843175959
Georgia,Samtskhe-Javakheti,0.0,Low (<10%),1.073919,2.55189430138066
Georgia,Shida Kartli,0.0,Low (<10%),1.073919,2.35264875961796
Georgia,Tbilisi,1.6886614527888972,Low - Medium (10-20%),1.073919,2.76563770953114
Germany,Baden-Württemberg,2.348321271348696,Medium - High (20-40%),,2.59834106435231
Germany,Bayern,0.0,Low (<10%),,2.6057510355314
Germany,Berlin,3.828872253811917,High (40-80%),,2.94003368811829
Germany,Brandenburg,0.2470501247786485,Low (<10%),,2.99572170453429
Germany,Bremen,2.8469362278959705,Medium - High (20-40%),1.153746,2.83531385594905
Germany,Hamburg,0.0,Low (<10%),,2.94724855179421
Germany,Hessen,0.587936950148668,Low (<10%),,2.69277865869799
Germany,Mecklenburg-Vorpommern,0.2470501247786485,Low (<10%),,2.99572170453429
Germany,Niedersachsen,0.587936950148668,Low (<10%),1.153746,2.52682117491305
Germany,Nordrhein-Westfalen,3.747638062082064,High (40-80%),,2.69531312763172
Germany,Rheinland-Pfalz,0.587936950148668,Low (<10%),,2.69277865869799
Germany,Saarland,2.822152534361411,Medium - High (20-40%),,2.64730651090069
Germany,Sachsen,3.828872253811917,High (40-80%),,2.94003368811829
Germany,Sachsen-Anhalt,2.8469362278959705,Medium - High (20-40%),,2.83531385594905
Germany,Schleswig-Holstein,0.0,Low (<10%),,2.94724855179421
Germany,Thüringen,3.4528628182758543,High (40-80%),,2.70735298390638
Ghana,Ashanti,0.0,Low (<10%),,3.00953627769695
Ghana,Brong Ahafo,0.0,Low (<10%),,3.00953627769695
Ghana,Central,0.1299791561788706,Low (<10%),,3.14533890135416
Ghana,Eastern,0.0,Low (<10%),,3.41141811329956
Ghana,Greater Accra,0.0,Low (<10%),,3.65052876112767
Ghana,Northern,0.0,Low (<10%),,3.06196753862061
Ghana,Upper East,0.0,Low (<10%),,2.55280580030507
Ghana,Upper West,0.0,Low (<10%),,2.69587594858381
Ghana,Volta,0.0,Low (<10%),,3.65052876112767
Ghana,Western,0.6616574859754404,Low (<10%),,3.05534541335376
Greece,Aegean,3.190786348874977,High (40-80%),,2.6404578687622
Greece,Athos,3.2833966653919684,High (40-80%),,2.7855225241091
Greece,Attica,5.0,Extremely High (>80%),,2.8897004277649
Greece,Crete,5.0,Extremely High (>80%),,2.8897004277649
Greece,Epirus and Western Macedonia,2.995954973413681,Medium - High (20-40%),,3.1827662920164
Greece,Macedonia and Thrace,5.0,Extremely High (>80%),,2.8897004277649
Greece,"Peloponnese, Western Greece and the Ionian Islands",4.526926781962735,Extremely High (>80%),,2.61746312942805
Greece,Thessaly and Central Greece,5.0,Extremely High (>80%),,2.8897004277649
Greenland,Northeast Greenland National Park,0.0,Low (<10%),0.8052630000000001,
Greenland,Qaasuitsup,0.0,Low (<10%),,1.89090887516463
Grenada,Carriacou,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Grenada,Saint Andrew,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Grenada,Saint David,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Grenada,Saint George,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Grenada,Saint John,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Grenada,Saint Mark,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Grenada,Saint Patrick,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Guadeloupe,Basse-Terre,0.532744107700867,Low (<10%),,
Guadeloupe,Pointe-à-Pitre,0.532744107700867,Low (<10%),,
Guatemala,Alta Verapaz,0.0,Low (<10%),,2.16895288381174
Guatemala,Baja Verapaz,0.0,Low (<10%),,2.40138111451873
Guatemala,Chimaltenango,0.0,Low (<10%),,2.93509036736896
Guatemala,Chiquimula,0.0,Low (<10%),,2.93509036736896
Guatemala,El Progreso,0.0,Low (<10%),,2.15500179190057
Guatemala,Escuintla,4.686204656644641,Extremely High (>80%),,3.48685068510921
Guatemala,Guatemala,0.0,Low (<10%),,2.93509036736896
Guatemala,Huehuetenango,1.8277138426496933,Low - Medium (10-20%),,2.95069371637651
Guatemala,Izabal,0.0,Low (<10%),,2.15500179190057
Guatemala,Jalapa,0.0,Low (<10%),,2.93509036736896
Guatemala,Jutiapa,0.0,Low (<10%),,2.93509036736896
Guatemala,Petén,0.0,Low (<10%),,2.41076836675414
Guatemala,Quezaltenango,0.0,Low (<10%),,2.88447882866899
Guatemala,Quiché,0.0,Low (<10%),,2.93593159130642
Guatemala,Retalhuleu,0.9144310477884944,Low (<10%),,2.8557736030557
Guatemala,Sacatepéquez,0.0,Low (<10%),,2.93509036736896
Guatemala,San Marcos,0.0,Low (<10%),,2.88447882866899
Guatemala,Santa Rosa,1.5870675902297675,Low - Medium (10-20%),,3.20263311601853
Guatemala,Sololá,0.0,Low (<10%),,2.93509036736896
Guatemala,Suchitepéquez,2.5763997463577635,Medium - High (20-40%),,2.83547270226595
Guatemala,Totonicapán,0.0,Low (<10%),,2.88447882866899
Guatemala,Zacapa,0.0,Low (<10%),,2.15500179190057
Guernsey,Alderney,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Brecqhou,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Castel,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Forest,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Herm,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Jethou,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Saint Andrew,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Saint Martin,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Saint Peter Port,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Saint Pierre du Bois,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Saint Sampson,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Saint Saviour,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Sark,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Torteval,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guernsey,Vale,1.911206946087379,Low - Medium (10-20%),,3.36491547723776
Guinea,Boké,0.0,Low (<10%),,1.82064237000991
Guinea,Conakry,0.0,Low (<10%),,1.82064237000991
Guinea,Faranah,0.0,Low (<10%),,1.90847085571653
Guinea,Kankan,0.0,Low (<10%),,2.51344282228718
Guinea,Kindia,0.0,Low (<10%),,2.08032405398157
Guinea,Labé,0.0,Low (<10%),,1.86397013562994
Guinea,Mamou,0.0,Low (<10%),,2.02681553994229
Guinea,Nzérékoré,0.0,Low (<10%),,1.91657085685716
Guinea-Bissau,Bafatá,0.1416974751254835,Low (<10%),,2.37377914904315
Guinea-Bissau,Biombo,0.0,Low (<10%),,3.10211930579577
Guinea-Bissau,Bissau,0.0,Low (<10%),,3.10211930579577
Guinea-Bissau,Bolama,0.1416974751254835,Low (<10%),,2.37377914904315
Guinea-Bissau,Cacheu,0.0,Low (<10%),,3.10211930579577
Guinea-Bissau,Gabú,0.0,Low (<10%),,2.1804498861803
Guinea-Bissau,Oio,0.2694697441163952,Low (<10%),,2.81626181314336
Guinea-Bissau,Quinara,0.1416974751254835,Low (<10%),,2.37377914904315
Guinea-Bissau,Tombali,0.0,Low (<10%),,2.1804498861803
Guyana,Barima-Waini,0.0,Low (<10%),,0.757416556760541
Guyana,Cuyuni-Mazaruni,0.0,Low (<10%),,0.88088386025324
Guyana,Demerara-Mahaica,0.0,Low (<10%),,2.14593328216557
Guyana,East Berbice-Corentyne,0.0,Low (<10%),,1.13769159940446
Guyana,Essequibo Islands-West Demerara,0.0,Low (<10%),,1.86759412856153
Guyana,Mahaica-Berbice,0.0,Low (<10%),,2.14593328216557
Guyana,Pomeroon-Supenaam,0.0,Low (<10%),,0.640764807076625
Guyana,Potaro-Siparuni,0.0,Low (<10%),,0.762727941805116
Guyana,Upper Demerara-Berbice,0.0,Low (<10%),,0.777352683495243
Guyana,Upper Takutu-Upper Essequibo,0.0,Low (<10%),,0.764515360636065
Haiti,Centre,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Grand'Anse,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,L'Artibonite,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Nippes,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Nord,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Nord-Est,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Nord-Ouest,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Ouest,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Sud,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Haiti,Sud-Est,1.604479359259496,Low - Medium (10-20%),,3.43710508470025
Honduras,Atlántida,0.0717139542876964,Low (<10%),,2.49427496517787
Honduras,Choluteca,0.0,Low (<10%),,2.46382037698598
Honduras,Colón,0.0,Low (<10%),,2.18608096659139
Honduras,Comayagua,0.0,Low (<10%),,2.77587756150229
Honduras,Copán,0.0,Low (<10%),,2.93509036736896
Honduras,Cortés,0.0,Low (<10%),,2.93509036736896
Honduras,El Paraíso,0.0,Low (<10%),,2.51234856156653
Honduras,Francisco Morazán,0.0,Low (<10%),,2.77587756150229
Honduras,Gracias a Dios,0.0,Low (<10%),,2.18608096659139
Honduras,Intibucá,0.0,Low (<10%),,2.77587756150229
Honduras,Islas de la Bahía,0.0,Low (<10%),,2.18608096659139
Honduras,La Paz,0.0,Low (<10%),,2.77587756150229
Honduras,Lempira,0.0,Low (<10%),,2.77587756150229
Honduras,Ocotepeque,0.0,Low (<10%),,2.93509036736896
Honduras,Olancho,0.0,Low (<10%),,2.18608096659139
Honduras,Santa Bárbara,0.0,Low (<10%),,2.93509036736896
Honduras,Valle,0.3279997598844424,Low (<10%),,3.20586185595043
Honduras,Yoro,0.0717139542876964,Low (<10%),,2.49427496517787
Hong Kong,Central and Western,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Eastern,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Islands,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Kowloon City,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Kwai Tsing,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Kwun Tong,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,North,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Sai Kung,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Sha Tin,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Sham Shui Po,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Southern,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Tai Po,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Tsuen Wan,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Tuen Mun,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Wan Chai,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Wong Tai Sin,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Yau Tsim Mong,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hong Kong,Yuen Long,1.8400898160564991,Low - Medium (10-20%),,2.70410664680096
Hungary,Baranya,0.0,Low (<10%),,3.76915764619629
Hungary,Borsod-Abaúj-Zemplén,0.2666540952219665,Low (<10%),,3.59679336565008
Hungary,Budapest,3.284552638007471,High (40-80%),,3.58955515495556
Hungary,Bács-Kiskun,0.0,Low (<10%),,4.13487698909812
Hungary,Békés,2.264392460990797,Medium - High (20-40%),,3.788762258299
Hungary,Csongrád,0.0,Low (<10%),,4.13487698909812
Hungary,Fejér,0.0,Low (<10%),,3.52558100902991
Hungary,Gyor-Moson-Sopron,0.0,Low (<10%),,3.61835093645514
Hungary,Hajdú-Bihar,0.6285089798733936,Low (<10%),,3.60789780177918
Hungary,Heves,0.2666540952219665,Low (<10%),,3.59679336565008
Hungary,Jász-Nagykun-Szolnok,0.0,Low (<10%),,3.79966930197884
Hungary,Komárom-Esztergom,0.0,Low (<10%),,3.52558100902991
Hungary,Nógrád,0.2666540952219665,Low (<10%),,3.59679336565008
Hungary,Pest,0.0,Low (<10%),,3.79966930197884
Hungary,Somogy,3.353179378844712,High (40-80%),,3.59794182361099
Hungary,Szabolcs-Szatmár-Bereg,0.6285089798733936,Low (<10%),,3.60789780177918
Hungary,Tolna,0.0,Low (<10%),,3.71192834397742
Hungary,Vas,0.6654405849026708,Low (<10%),,2.28358866571386
Hungary,Veszprém,0.0,Low (<10%),,3.52558100902991
Hungary,Zala,0.0,Low (<10%),,3.52321145999712
Iceland,Austurland,0.0,Low (<10%),,0.578116264786305
Iceland,Hálshreppur,0.0,Low (<10%),,0.67332641251522
Iceland,Höfuðborgarsvæði,0.0,Low (<10%),,0.683731841962297
Iceland,Norðurland vestra,0.0,Low (<10%),,0.616305260457202
Iceland,Suðurland,0.0,Low (<10%),,0.683731841962297
Iceland,Suðurnes,0.0,Low (<10%),,0.683731841962297
Iceland,Vestfirðir,0.0,Low (<10%),,0.488079669990032
Iceland,Vesturland,0.0,Low (<10%),,0.683731841962297
India,Andaman and Nicobar,0.0,Low (<10%),,
India,Andhra Pradesh,5.0,Extremely High (>80%),,3.59468513364436
India,Arunachal Pradesh,0.0,Low (<10%),,1.97274625461589
India,Assam,3.123491844383117,High (40-80%),,3.28001525659068
India,Bihar,5.0,Extremely High (>80%),2.51296,4.01986683165413
India,Chandigarh,5.0,Extremely High (>80%),,4.34757205011973
India,Chhattisgarh,2.82220227009425,Medium - High (20-40%),,3.35728010650414
India,Dadra and Nagar Haveli,3.6090998640731424,High (40-80%),,4.09678925388871
India,Daman and Diu,3.6090998640731424,High (40-80%),5.0,4.09678925388871
India,Goa,0.0,Low (<10%),,3.6576749251874
India,Gujarat,3.6090998640731424,High (40-80%),,4.09678925388871
India,Haryana,5.0,Extremely High (>80%),5.0,4.10268870861829
India,Himachal Pradesh,0.0,Low (<10%),,2.84200009194291
India,Jammu and Kashmir,0.0,Low (<10%),,3.00342223943413
India,Jharkhand,4.406142062081932,Extremely High (>80%),2.51296,3.56569935658004
India,Karnataka,5.0,Extremely High (>80%),,3.97105488545531
India,Kerala,5.0,Extremely High (>80%),,4.06458299364138
India,Madhya Pradesh,2.82220227009425,Medium - High (20-40%),,3.35728010650414
India,Maharashtra,4.6410274448928455,Extremely High (>80%),,3.13546198521377
India,Manipur,3.191410652045997,High (40-80%),,1.9629245507322
India,Meghalaya,5.0,Extremely High (>80%),2.51296,4.07253735017671
India,Mizoram,0.0,Low (<10%),,2.50672551000146
India,NCT of Delhi,4.288540894381674,Extremely High (>80%),5.0,4.48202052755002
India,Nagaland,0.0,Low (<10%),,1.95667361200766
India,Odisha,5.0,Extremely High (>80%),2.51296,3.89751528268851
India,Puducherry,2.5969779126327888,Medium - High (20-40%),,3.75679690333862
India,Punjab,5.0,Extremely High (>80%),5.0,4.36045817403185
India,Rajasthan,5.0,Extremely High (>80%),5.0,4.30752985134697
India,Sikkim,1.8054003956502784,Low - Medium (10-20%),,3.2000854604237
India,Tamil Nadu,4.943346226421216,Extremely High (>80%),,4.02881750726778
India,Telangana,2.5969779126327888,Medium - High (20-40%),,3.78989786309717
India,Tripura,3.085330177558119,High (40-80%),,2.9330687926898
India,Uttar Pradesh,3.3493249253649826,High (40-80%),2.51296,2.80814598293129
India,Uttarakhand,1.9694020103811187,Low - Medium (10-20%),,2.7751608505848
India,West Bengal,0.3750773484780123,Low (<10%),2.51296,3.96074170945497
Indonesia,Aceh,0.0,Low (<10%),,3.31274973929071
Indonesia,Bali,4.036138519540426,Extremely High (>80%),,4.0051109971873
Indonesia,Bangka Belitung,0.0,Low (<10%),,3.24709927577259
Indonesia,Banten,3.182294019693043,High (40-80%),,3.59405096609078
Indonesia,Bengkulu,0.0,Low (<10%),,3.35698899435738
Indonesia,Gorontalo,0.373251928847204,Low (<10%),,3.66263024697674
Indonesia,Jakarta Raya,3.182294019693043,High (40-80%),,3.59405096609078
Indonesia,Jambi,0.973403457315922,Low (<10%),,3.41984144298843
Indonesia,Jawa Barat,3.252966944385442,High (40-80%),,3.77714202003868
Indonesia,Jawa Tengah,3.252966944385442,High (40-80%),,3.77714202003868
