country,region,water_stress_score,water_stress_label,groundwater_decline,drought_risk
Afghanistan,Badakhshan,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Badghis,5.0,Extremely High (>80%),,3.27547495190899
Afghanistan,Baghlan,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Balkh,5.0,Extremely High (>80%),,3.60801344043367
Afghanistan,Bamyan,5.0,Extremely High (>80%),,3.59342957307039
Afghanistan,Daykundi,4.752216560217028,Extremely High (>80%),,3.61432582074775
Afghanistan,Farah,5.0,Extremely High (>80%),,
Afghanistan,Faryab,5.0,Extremely High (>80%),,3.53548648651199
Afghanistan,Ghazni,1.6297362665659545,Low - Medium (10-20%),,3.28365005730697
Afghanistan,Ghor,5.0,Extremely High (>80%),,3.53548648651199
Afghanistan,Hilmand,5.0,Arid and Low Water Use,,
Afghanistan,Hirat,5.0,Extremely High (>80%),,3.08057037941918
Afghanistan,Jawzjan,3.859566068374339,High (40-80%),,2.45034199424723
Afghanistan,Kabul,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Kandahar,5.0,Extremely High (>80%),,2.90910239304792
Afghanistan,Kapisa,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Khost,2.2805747570795445,Medium - High (20-40%),,3.58657712594898
Afghanistan,Kunar,3.0628688845537404,High (40-80%),,3.47132274559267
Afghanistan,Kunduz,5.0,Arid and Low Water Use,,3.40976280110644
Afghanistan,Laghman,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Logar,4.658748368991295,Extremely High (>80%),,3.20554340661425
Afghanistan,Nangarhar,2.2805747570795445,Medium - High (20-40%),,3.58657712594898
Afghanistan,Nimroz,5.0,Extremely High (>80%),,
Afghanistan,Nuristan,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Paktika,5.0,Extremely High (>80%),,2.96521055676658
Afghanistan,Paktya,4.658748368991295,Extremely High (>80%),,3.20554340661425
Afghanistan,Panjshir,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Parwan,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Samangan,0.6411759814495559,Low (<10%),,3.35212596392063
Afghanistan,Sari Pul,5.0,Extremely High (>80%),,3.53548648651199
Afghanistan,Takhar,2.2673447311626687,Medium - High (20-40%),,3.29325506631356
Afghanistan,Uruzgan,1.4770152072177951,Low - Medium (10-20%),,2.61571410455469
Afghanistan,Wardak,2.7744210722889457,Medium - High (20-40%),,3.474502062952
Afghanistan,Zabul,5.0,Extremely High (>80%),,3.48543401590053
Akrotiri and Dhekelia,Akrotiri,5.0,Extremely High (>80%),,2.53962026768386
Akrotiri and Dhekelia,Dhekelia,5.0,Extremely High (>80%),,2.53962026768386
Albania,Berat,2.09895130499054,Medium - High (20-40%),,3.3574755573221
Albania,Dibër,4.40948213275825,Extremely High (>80%),,2.78974408266999
Albania,Durrës,4.40948213275825,Extremely High (>80%),,2.78974408266999
Albania,Elbasan,3.243450327855514,High (40-80%),,3.32310895327247
Albania,Fier,2.09895130499054,Medium - High (20-40%),,3.3574755573221
Albania,Gjirokastër,4.526926781962735,Extremely High (>80%),,2.61746312942805
Albania,Korçë,2.000329592553207,Medium - High (20-40%),,3.21774936750449
Albania,Kukës,4.40948213275825,Extremely High (>80%),,2.78974408266999
Albania,Lezhë,4.40948213275825,Extremely High (>80%),,2.78974408266999
Albania,Shkodër,4.40948213275825,Extremely High (>80%),,2.78974408266999
Albania,Tiranë,4.40948213275825,Extremely High (>80%),,2.78974408266999
Albania,Vlorë,4.526926781962735,Extremely High (>80%),,2.61746312942805
Algeria,Adrar,5.0,Arid and Low Water Use,,
Algeria,Alger,5.0,Extremely High (>80%),,3.89967444639101
Algeria,Annaba,1.4576774886459063,Low - Medium (10-20%),,3.80019154399633
Algeria,Aïn Defla,3.343288163056513,High (40-80%),,3.77500414925314
Algeria,Aïn Témouchent,5.0,Extremely High (>80%),,3.83670455219574
Algeria,Batna,4.549954016822088,Extremely High (>80%),,3.19259687582913
Algeria,Biskra,2.2301831885542485,Medium - High (20-40%),,2.24922025132516
Algeria,Blida,5.0,Extremely High (>80%),,3.89967444639101
Algeria,Bordj Bou Arréridj,3.147152237677856,High (40-80%),,3.71615467640322
Algeria,Bouira,5.0,Extremely High (>80%),,3.89967444639101
Algeria,Boumerdès,5.0,Extremely High (>80%),,3.89967444639101
Algeria,Béchar,2.8931005250612456,Medium - High (20-40%),,2.15614852084388
Algeria,Béjaïa,2.2903804884237497,Medium - High (20-40%),,3.71268170457981
Algeria,Chlef,3.343288163056513,High (40-80%),,3.77500414925314
Algeria,Constantine,2.749780441465478,Medium - High (20-40%),,3.98796840093595
Algeria,Djelfa,3.343288163056513,High (40-80%),,3.77500414925314
Algeria,El Bayadh,5.0,Arid and Low Water Use,,2.83019897528134
Algeria,El Oued,5.0,Arid and Low Water Use,1.5034,1.88701799553302
Algeria,El Tarf,2.611492413077656,Medium - High (20-40%),,4.18431559689823
Algeria,Ghardaïa,0.2308568869971132,Low (<10%),1.5034,1.89388657409943
Algeria,Guelma,2.749780441465478,Medium - High (20-40%),,3.98796840093595
Algeria,Illizi,5.0,Arid and Low Water Use,,
Algeria,Jijel,1.4748274571884532,Low - Medium (10-20%),,3.34134006593779
Algeria,Khenchela,4.549954016822088,Extremely High (>80%),,3.19259687582913
Algeria,Laghouat,5.0,Arid and Low Water Use,,2.83019897528134
Algeria,M'Sila,3.147152237677856,High (40-80%),,3.71615467640322
Algeria,Mascara,4.198080269642291,Extremely High (>80%),,4.30478599402977
Algeria,Mila,4.549954016822088,Extremely High (>80%),,3.19259687582913
Algeria,Mostaganem,5.0,Extremely High (>80%),,3.62242851845282
Algeria,Médéa,3.343288163056513,High (40-80%),,3.77500414925314
Algeria,Naâma,1.2907328356621215,Low - Medium (10-20%),,2.5838005773201
Algeria,Oran,4.198080269642291,Extremely High (>80%),,4.30478599402977
Algeria,Ouargla,5.0,Arid and Low Water Use,,
Algeria,Oum el Bouaghi,4.549954016822088,Extremely High (>80%),,3.19259687582913
Algeria,Relizane,5.0,Extremely High (>80%),,3.62242851845282
Algeria,Saïda,5.0,Extremely High (>80%),,3.62242851845282
Algeria,Sidi Bel Abbès,5.0,Arid and Low Water Use,,3.68156248514992
Algeria,Skikda,2.749780441465478,Medium - High (20-40%),,3.98796840093595
Algeria,Souk Ahras,2.611492413077656,Medium - High (20-40%),,4.18431559689823
Algeria,Sétif,4.549954016822088,Extremely High (>80%),,3.19259687582913
Algeria,Tamanghasset,5.0,Arid and Low Water Use,,
Algeria,Tiaret,5.0,Extremely High (>80%),,3.62242851845282
Algeria,Tindouf,0.0,Low (<10%),,1.58866891911591
Algeria,Tipaza,3.343288163056513,High (40-80%),,3.77500414925314
Algeria,Tissemsilt,3.343288163056513,High (40-80%),,3.77500414925314
Algeria,Tizi Ouzou,2.778612731868326,Medium - High (20-40%),,3.91090981495466
Algeria,Tlemcen,1.2907328356621215,Low - Medium (10-20%),,2.5838005773201
Algeria,Tébessa,3.5475668171943626,High (40-80%),,3.9409878257346
Andorra,Andorra la Vella,3.5449972239818304,High (40-80%),,2.94777182574928
Andorra,Canillo,3.5449972239818304,High (40-80%),,2.94777182574928
Andorra,Encamp,3.5449972239818304,High (40-80%),,2.94777182574928
Andorra,Escaldes-Engordany,3.5449972239818304,High (40-80%),,2.94777182574928
Andorra,La Massana,3.5449972239818304,High (40-80%),,2.94777182574928
Andorra,Ordino,3.5449972239818304,High (40-80%),,2.94777182574928
Andorra,Sant Julià de Lòria,3.5449972239818304,High (40-80%),,2.94777182574928
Angola,Bengo,1.972396198539066,Low - Medium (10-20%),,1.93097693177419
Angola,Benguela,0.0,Low (<10%),,2.15441513132787
Angola,Bié,3.702093148130142,High (40-80%),,1.58281382784938
Angola,Cabinda,0.0,Low (<10%),,1.87323628280855
Angola,Cuando Cubango,5.0,Arid and Low Water Use,,1.21959848927546
Angola,Cuanza Norte,0.0,Low (<10%),,1.61995218064789
Angola,Cuanza Sul,1.3792486305341578,Low - Medium (10-20%),,1.86758964674008
Angola,Cunene,5.0,Arid and Low Water Use,,2.08264553582445
Angola,Huambo,0.0,Low (<10%),,2.04325512985874
Angola,Huíla,5.0,Arid and Low Water Use,,2.04156231270397
Angola,Luanda,0.0,Low (<10%),,1.61995218064789
Angola,Lunda Norte,0.0,Low (<10%),,1.88507863290823
Angola,Lunda Sul,0.0,Low (<10%),,1.59484058613488
Angola,Malanje,0.0,Low (<10%),,1.79432067628075
Angola,Moxico,3.682997703289776,High (40-80%),,1.52223320501942
Angola,Namibe,0.0,Low (<10%),,2.00090543166337
Angola,Uíge,0.0,Low (<10%),,1.79432067628075
Angola,Zaire,0.0,Low (<10%),,1.58827630079388
Antigua and Barbuda,Barbuda,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Redonda,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Saint George,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Saint John,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Saint Mary,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Saint Paul,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Saint Peter,0.532744107700867,Low (<10%),,
Antigua and Barbuda,Saint Philip,0.532744107700867,Low (<10%),,
Argentina,Buenos Aires,0.0,Low (<10%),,3.42479624302416
Argentina,Catamarca,0.0,Low (<10%),,1.7763959620856
Argentina,Chaco,0.0,Low (<10%),,2.8818151543726
Argentina,Chubut,5.0,Arid and Low Water Use,,1.73226779856714
Argentina,Ciudad de Buenos Aires,0.0,Low (<10%),,3.59409771471998
Argentina,Corrientes,0.0,Low (<10%),,2.88032657163132
Argentina,Córdoba,1.9080021350684988,Low - Medium (10-20%),,3.48596196142358
Argentina,Entre Ríos,0.0,Low (<10%),,3.36609266377702
Argentina,Formosa,0.0,Low (<10%),,2.11382314984835
Argentina,Jujuy,3.5393375272449337,High (40-80%),,1.76472566230945
Argentina,La Pampa,0.8690961963768562,Low (<10%),,3.32780332275614
Argentina,La Rioja,5.0,Arid and Low Water Use,,1.65243971346448
Argentina,Mendoza,5.0,Arid and Low Water Use,,2.83309537897263
Argentina,Misiones,0.0,Low (<10%),,2.23837270195086
Argentina,Neuquén,0.0,Low (<10%),,1.92043477009229
Argentina,Río Negro,3.390990887893146,High (40-80%),,2.04751246255966
Argentina,Salta,0.0,Low (<10%),,2.25878408878916
Argentina,San Juan,5.0,Arid and Low Water Use,,1.7200607592261
Argentina,San Luis,1.9080021350684988,Low - Medium (10-20%),,3.48596196142358
Argentina,Santa Cruz,0.0,Low (<10%),,1.66200326890098
Argentina,Santa Fe,0.0,Low (<10%),,3.43288936004795
Argentina,Santiago del Estero,0.0,Low (<10%),,3.14087410762946
Argentina,Tierra del Fuego,0.0,Low (<10%),,
Argentina,Tucumán,2.0441449187832585,Medium - High (20-40%),,2.17521887065681
Armenia,Aragatsotn,3.7577992014125856,High (40-80%),1.073919,2.65910259330099
Armenia,Ararat,3.660529308926342,High (40-80%),1.073919,3.03632336935386
Armenia,Armavir,3.7577992014125856,High (40-80%),,2.65910259330099
Armenia,Erevan,3.660529308926342,High (40-80%),,3.03632336935386
Armenia,Gegharkunik,3.660529308926342,High (40-80%),1.073919,3.03632336935386
Armenia,Kotayk,3.660529308926342,High (40-80%),,3.03632336935386
Armenia,Lori,3.7577992014125856,High (40-80%),1.073919,2.65910259330099
Armenia,Shirak,2.475288276775343,Medium - High (20-40%),,2.93787554412069
Armenia,Syunik,1.5375208727594534,Low - Medium (10-20%),1.073919,3.21300515411678
Armenia,Tavush,3.7577992014125856,High (40-80%),,2.65910259330099
Armenia,Vayots Dzor,1.5375208727594534,Low - Medium (10-20%),1.073919,3.21300515411678
Australia,Australian Capital Territory,2.4167316295818724,Medium - High (20-40%),1.314492,1.76475697401097
Australia,Jervis Bay Territory,3.648430850297909,High (40-80%),1.3919155,1.92646092873315
Australia,New South Wales,2.091252919354797,Medium - High (20-40%),,1.20906110736253
Australia,Northern Territory,0.0,Low (<10%),0.0,1.13936789678154
Australia,Queensland,0.0,Low (<10%),,2.68510734685238
Australia,South Australia,4.43163195878849,Extremely High (>80%),1.1120635,1.61758954069785
Australia,Tasmania,1.9402338043678635,Low - Medium (10-20%),,1.89345234455663
Australia,Victoria,4.43163195878849,Extremely High (>80%),1.1120635,1.61758954069785
Australia,Western Australia,5.0,Arid and Low Water Use,,1.36078702266496
Austria,Burgenland,0.6654405849026708,Low (<10%),,2.28358866571386
Austria,Kärnten,2.0754055401293,Medium - High (20-40%),,3.48423840016989
Austria,Niederösterreich,0.6654405849026708,Low (<10%),,2.28358866571386
Austria,Oberösterreich,0.0,Low (<10%),,2.6057510355314
Austria,Salzburg,1.3602508179641,Low - Medium (10-20%),,2.66077071592459
Austria,Steiermark,0.6654405849026708,Low (<10%),,2.28358866571386
Austria,Tirol,2.0754055401293,Medium - High (20-40%),,3.48423840016989
Austria,Vorarlberg,0.0,Low (<10%),,1.88588012671975
Austria,Wien,0.0,Low (<10%),,2.6057510355314
Azerbaijan,Absheron,5.0,Extremely High (>80%),2.50003,3.22590166646423
Azerbaijan,Aran,5.0,Extremely High (>80%),2.50003,3.16557189055237
Azerbaijan,Daglig-Shirvan,3.3427954627646645,High (40-80%),1.073919,3.08370433828062
Azerbaijan,Ganja-Qazakh,3.7577992014125856,High (40-80%),1.073919,2.65910259330099
Azerbaijan,Kalbajar-Lachin,1.5375208727594534,Low - Medium (10-20%),1.073919,3.21300515411678
Azerbaijan,Lankaran,5.0,Extremely High (>80%),1.073919,3.90737750970766
Azerbaijan,Nakhchivan,1.5375208727594534,Low - Medium (10-20%),1.073919,3.21300515411678
Azerbaijan,Quba-Khachmaz,0.0,Low (<10%),1.073919,2.55402312268169
Azerbaijan,Shaki-Zaqatala,0.0,Low (<10%),1.073919,2.44477468481881
Azerbaijan,Yukhari-Karabakh,0.1647798836995148,Low (<10%),1.073919,3.67040422094322
Bahamas,Acklins,0.0,Low (<10%),,
Bahamas,Berry Islands,0.0,Low (<10%),,
Bahamas,Biminis,0.0,Low (<10%),,
Bahamas,Black Point,0.0,Low (<10%),,
Bahamas,Cat Island,0.0,Low (<10%),,
Bahamas,Central Abaco,0.0,Low (<10%),,
Bahamas,Central Andros,0.0,Low (<10%),,
Bahamas,Central Eleuthera,0.0,Low (<10%),,
Bahamas,City of Freeport,0.0,Low (<10%),,
Bahamas,Crooked Island,0.0,Low (<10%),,
Bahamas,East Grand Bahama,0.0,Low (<10%),,
Bahamas,Exuma,0.0,Low (<10%),,
Bahamas,Grand Cay,0.0,Low (<10%),,
Bahamas,Harbour Island,0.0,Low (<10%),,
Bahamas,Hope Town,0.0,Low (<10%),,
Bahamas,Inagua,0.0,Low (<10%),,
Bahamas,Long Island,0.0,Low (<10%),,
Bahamas,Mangrove Cay,0.0,Low (<10%),,
Bahamas,Mayaguana,0.0,Low (<10%),,
Bahamas,Moore's Island,0.0,Low (<10%),,
Bahamas,New Providence,0.0,Low (<10%),3.291285,
Bahamas,North Abaco,0.0,Low (<10%),,
Bahamas,North Andros,0.0,Low (<10%),,
Bahamas,North Eleuthera,0.0,Low (<10%),,
Bahamas,Ragged Island,0.0,Low (<10%),,
Bahamas,Rum Cay,0.0,Low (<10%),,
Bahamas,San Salvador,0.0,Low (<10%),,
Bahamas,South Abaco,0.0,Low (<10%),,
Bahamas,South Andros,0.0,Low (<10%),,
Bahamas,South Eleuthera,0.0,Low (<10%),,
Bahamas,Spanish Wells,0.0,Low (<10%),,
Bahamas,West Grand Bahama,0.0,Low (<10%),,
Bahrain,Capital,5.0,Extremely High (>80%),5.0,
Bahrain,Central,5.0,Extremely High (>80%),5.0,
Bahrain,Muharraq,5.0,Extremely High (>80%),,
Bahrain,Northern,5.0,Extremely High (>80%),5.0,
Bahrain,Southern,5.0,Extremely High (>80%),5.0,
Bangladesh,Barisal,0.3750773484780123,Low (<10%),,3.09151832886752
Bangladesh,Chittagong,0.0,Low (<10%),,2.50672551000146
Bangladesh,Dhaka,0.3750773484780123,Low (<10%),2.51296,3.28996401789377
Bangladesh,Khulna,0.3750773484780123,Low (<10%),2.51296,3.96074170945497
Bangladesh,Rajshahi,0.3750773484780123,Low (<10%),2.51296,4.11291753400617
Bangladesh,Rangpur,5.0,Extremely High (>80%),2.51296,4.01986683165413
Bangladesh,Sylhet,1.7092447734291354,Low - Medium (10-20%),,3.34461777246965
Barbados,Christ Church,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Andrew,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint George,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint James,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint John,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Joseph,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Lucy,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Michael,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Peter,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Philip,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Barbados,Saint Thomas,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
Belarus,Brest,0.0,Low (<10%),,3.38286958852426
Belarus,Homyel',0.0,Low (<10%),,3.75241163321593
Belarus,Hrodna,0.0,Low (<10%),,3.45313972356872
Belarus,Mahilyow,0.1001131120781408,Low (<10%),,3.33016875343484
Belarus,Minsk,0.1001131120781408,Low (<10%),,3.33016875343484
Belarus,Vitsyebsk,0.3561942590747567,Low (<10%),,3.48613821621557
Belgium,Bruxelles,5.0,Extremely High (>80%),1.153746,2.85824487217691
Belgium,Vlaanderen,1.8048440051363204,Low - Medium (10-20%),1.153746,3.38795539709798
Belgium,Wallonie,2.950685256769663,Medium - High (20-40%),,3.34252299146301
Belize,Belize,0.0,Low (<10%),,2.15500179190057
Belize,Cayo,0.0,Low (<10%),,2.16895288381174
Belize,Corozal,0.9336878100509632,Low (<10%),,2.62203555973389
Belize,Orange Walk,0.3338215431219242,Low (<10%),,2.33715266368055
Belize,Stann Creek,0.0,Low (<10%),,2.15500179190057
Belize,Toledo,0.0,Low (<10%),,2.16895288381174
Benin,Alibori,0.0,Low (<10%),,3.26334809397441
Benin,Atakora,0.0,Low (<10%),,2.68780487189595
Benin,Atlantique,0.0,Low (<10%),,3.39693706886513
Benin,Borgou,0.0,Low (<10%),,3.43105802645643
Benin,Collines,0.0,Low (<10%),,3.68990598817366
Benin,Donga,0.0,Low (<10%),,2.56081933138457
Benin,Kouffo,0.0,Low (<10%),,3.34704992533292
Benin,Littoral,3.024226891745375,High (40-80%),,3.68186576233508
Benin,Mono,0.0,Low (<10%),,3.34704992533292
Benin,Ouémé,3.024226891745375,High (40-80%),,3.68186576233508
Benin,Plateau,0.0,Low (<10%),,3.68990598817366
Benin,Zou,0.0,Low (<10%),,3.39693706886513
Bhutan,Bumthang,0.0,Low (<10%),,1.97916252279042
Bhutan,Chhukha,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Dagana,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Gasa,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Haa,0.6239093559374813,Low (<10%),,3.54367831510564
Bhutan,Lhuentse,0.0,Low (<10%),,1.97916252279042
Bhutan,Monggar,0.0,Low (<10%),,1.97916252279042
Bhutan,Paro,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Pemagatshel,4.6523245380930245,Extremely High (>80%),,3.09077171406911
Bhutan,Punakha,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Samdrupjongkhar,4.6523245380930245,Extremely High (>80%),,3.09077171406911
Bhutan,Samtse,0.6239093559374813,Low (<10%),,3.54367831510564
Bhutan,Sarpang,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Thimphu,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Trashigang,0.0,Low (<10%),,1.75922508848159
Bhutan,Trongsa,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Tsirang,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Wangduephodrang,0.638541025840603,Low (<10%),,2.25061472690476
Bhutan,Yangtse,0.0,Low (<10%),,1.75922508848159
Bhutan,Zhemgang,0.0,Low (<10%),,3.07847973457194
Bolivia,Chuquisaca,0.0,Low (<10%),0.9416316,1.96040282145168
Bolivia,Cochabamba,0.0,Low (<10%),,1.61734987582754
Bolivia,El Beni,0.0,Low (<10%),,1.44059971774366
Bolivia,La Paz,0.0,Low (<10%),,1.05373143907847
Bolivia,Oruro,0.0,Low (<10%),0.9416316,1.61734987582754
Bolivia,Pando,0.0,Low (<10%),,0.833476378745359
Bolivia,Potosí,0.0,Low (<10%),0.9416316,1.85699753279978
Bolivia,Santa Cruz,0.0,Low (<10%),,1.66641814891824
Bolivia,Tarija,0.2890063435294699,Low (<10%),0.9416316,1.80158901003296
"Bonaire, Sint Eustatius and Saba",Bonaire,1.075695259262222,Low - Medium (10-20%),,2.42554629917815
"Bonaire, Sint Eustatius and Saba",Saba,0.532744107700867,Low (<10%),,
"Bonaire, Sint Eustatius and Saba",Sint Eustatius,0.532744107700867,Low (<10%),,
Bosnia and Herzegovina,Brčko,0.0,Low (<10%),,3.35502126711748
Bosnia and Herzegovina,Federacija Bosna i Hercegovina,0.0,Low (<10%),,3.17953528527217
Bosnia and Herzegovina,Repuplika Srpska,0.0,Low (<10%),,3.17953528527217
Botswana,Central,5.0,Arid and Low Water Use,,2.82993928065931
Botswana,Chobe,0.0,Low (<10%),,2.48585554871943
Botswana,Francistown,5.0,Arid and Low Water Use,,2.82993928065931
Botswana,Gaborone,5.0,Arid and Low Water Use,,2.25833331431796
Botswana,Ghanzi,5.0,Arid and Low Water Use,0.99297565,2.22755127546474
Botswana,Jwaneng,5.0,Arid and Low Water Use,,2.22755127546474
Botswana,Kgalagadi,5.0,Arid and Low Water Use,,1.86928014186274
Botswana,Kgatleng,5.0,Arid and Low Water Use,1.057329,1.90136491058186
Botswana,Kweneng,5.0,Arid and Low Water Use,,1.90136491058186
Botswana,Lobatse,5.0,Arid and Low Water Use,,2.25833331431796
Botswana,North-East,5.0,Arid and Low Water Use,,2.82993928065931
Botswana,North-West,0.0,Low (<10%),,1.10592996948455
Botswana,Selibe Phikwe,5.0,Arid and Low Water Use,,1.96924586480546
Botswana,South-East,5.0,Arid and Low Water Use,,2.25833331431796
Botswana,Southern,5.0,Arid and Low Water Use,,2.25833331431796
Botswana,Sowa,5.0,Arid and Low Water Use,,2.34913053450462
Brazil,Acre,0.0,Low (<10%),,0.833476378745359
Brazil,Alagoas,1.239569751553266,Low - Medium (10-20%),,2.61778944703892
Brazil,Amapá,0.0,Low (<10%),,0.445090952711449
Brazil,Amazonas,0.0,Low (<10%),,0.250964441348245
Brazil,Bahia,0.0,Low (<10%),,1.75161880500353
Brazil,Ceará,0.0,Low (<10%),,2.20199017745396
Brazil,Distrito Federal,0.0,Low (<10%),,2.25389458514639
Brazil,Espírito Santo,0.0,Low (<10%),,2.33757735938131
Brazil,Goiás,0.0,Low (<10%),,1.95296986675402
Brazil,Maranhão,0.0,Low (<10%),,1.22978380158719
Brazil,Mato Grosso,0.0,Low (<10%),,1.2199981090661
Brazil,Mato Grosso do Sul,0.0,Low (<10%),,1.7927204168327
Brazil,Minas Gerais,0.3463150145818521,Low (<10%),,2.26183536750039
Brazil,Paraná,0.0,Low (<10%),,3.01139546016435
Brazil,Paraíba,5.0,Arid and Low Water Use,,2.15054768761305
Brazil,Pará,0.0,Low (<10%),,1.55000697404242
Brazil,Pernambuco,5.0,Arid and Low Water Use,,2.08006676807051
Brazil,Piauí,0.0,Low (<10%),,2.07154581559731
Brazil,Rio Grande do Norte,1.7107925776347392,Low - Medium (10-20%),,2.7419680668579
Brazil,Rio Grande do Sul,3.2315042621573093,High (40-80%),,3.0992603400688
Brazil,Rio de Janeiro,0.0,Low (<10%),,2.69937778902096
Brazil,Rondônia,0.0,Low (<10%),,1.55140690732309
Brazil,Roraima,0.0,Low (<10%),,0.759866813166093
Brazil,Santa Catarina,0.0,Low (<10%),,0.577465177008001
Brazil,Sergipe,0.0,Low (<10%),,3.06323947607808
Brazil,São Paulo,0.0,Low (<10%),,2.46305870580962
Brazil,Tocantins,0.0,Low (<10%),,1.22978380158719
British Virgin Islands,Anegada,0.532744107700867,Low (<10%),,
British Virgin Islands,Jost Van Dyke,0.532744107700867,Low (<10%),,
British Virgin Islands,Other Islands,0.532744107700867,Low (<10%),,
British Virgin Islands,Tortola,0.532744107700867,Low (<10%),,
British Virgin Islands,Virgin Gorda,0.532744107700867,Low (<10%),,
Brunei,Belait,0.0,Low (<10%),,2.41270205835697
Brunei,Brunei and Muara,0.0,Low (<10%),,2.27207274774447
Brunei,Temburong,0.0,Low (<10%),,2.3249342642604
Brunei,Tutong,0.0,Low (<10%),,2.27207274774447
Bulgaria,Blagoevgrad,4.128582659658687,Extremely High (>80%),,2.89294130467173
Bulgaria,Burgas,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Dobrich,0.0,Low (<10%),,4.13424819716358
Bulgaria,Gabrovo,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Grad Sofiya,4.128582659658687,Extremely High (>80%),,2.89294130467173
Bulgaria,Haskovo,1.7095476992673322,Low - Medium (10-20%),,2.92336280059208
Bulgaria,Kardzhali,1.7095476992673322,Low - Medium (10-20%),,2.92336280059208
Bulgaria,Kyustendil,3.435806496922873,High (40-80%),,2.63658622421942
Bulgaria,Lovech,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Montana,0.0,Low (<10%),,2.83368751101499
Bulgaria,Pazardzhik,4.128582659658687,Extremely High (>80%),,2.89294130467173
Bulgaria,Pernik,4.046380113191594,Extremely High (>80%),,2.69436113158159
Bulgaria,Pleven,0.0,Low (<10%),,3.62455416920391
Bulgaria,Plovdiv,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Razgrad,0.0,Low (<10%),,4.13424819716358
Bulgaria,Ruse,0.0,Low (<10%),,3.62455416920391
Bulgaria,Shumen,0.0,Low (<10%),,4.13424819716358
Bulgaria,Silistra,0.0,Low (<10%),,4.13424819716358
Bulgaria,Sliven,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Smolyan,3.7702106775722095,High (40-80%),,2.45863855672398
Bulgaria,Sofia,4.128582659658687,Extremely High (>80%),,2.89294130467173
Bulgaria,Stara Zagora,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Targovishte,0.0,Low (<10%),,3.62455416920391
Bulgaria,Varna,0.0,Low (<10%),,4.13424819716358
Bulgaria,Veliko Tarnovo,1.6012854021549607,Low - Medium (10-20%),,3.39446351055664
Bulgaria,Vidin,0.0,Low (<10%),,3.65900708677332
Bulgaria,Vratsa,0.0,Low (<10%),,2.83368751101499
Bulgaria,Yambol,2.089245782091626,Medium - High (20-40%),,3.41469920777137
Burkina Faso,Boucle du Mouhoun,0.0,Low (<10%),,2.81795626843804
Burkina Faso,Cascades,0.0,Low (<10%),,2.16577313979197
Burkina Faso,Centre,0.0,Low (<10%),,2.9787082864805
Burkina Faso,Centre-Est,5.0,Arid and Low Water Use,,3.08186612430014
Burkina Faso,Centre-Nord,5.0,Arid and Low Water Use,,3.08186612430014
Burkina Faso,Centre-Ouest,0.0,Low (<10%),,2.55280580030507
Burkina Faso,Centre-Sud,0.0,Low (<10%),,2.55280580030507
